filename,width,height,class,xmin,ymin,xmax,ymax
0000f2101250b009.jpg,1024,683,Goat,49,116,339,681
0000f2101250b009.jpg,1024,683,Goat,325,185,773,681
0000f2101250b009.jpg,1024,683,Goat,673,105,1021,678
000107d1d5876a7d.jpg,1024,704,Squirrel,305,0,674,659
0007b0e38f812fc8.jpg,1024,767,Deer,277,249,901,697
00127b8f3a9fe4a2.jpg,1024,683,Fox,352,206,691,445
0012bf34ebf62477.jpg,1024,1024,Fox,643,448,934,620
001448075a41a5fc.jpg,1024,1024,Rabbit,116,128,473,636
0016a719395bc945.jpg,1024,681,Fox,329,20,1023,680
00177ceb15288905.jpg,1024,768,Fox,158,122,794,702
001b8eac86d79744.jpg,1024,790,Goat,225,51,912,724
001cb4ea5b278d78.jpg,1024,911,Squirrel,240,104,705,871
001cb4ea5b278d78.jpg,1024,911,Squirrel,283,113,704,857
001e1cf3abbee3cd.jpg,1024,685,Rabbit,120,10,899,569
06047b28fcb119e2.jpg,1024,819,Brown_bear,62,0,1023,818
060731a3ae988242.jpg,1024,984,Deer,199,80,886,983
060bc60c5cd00ab8.jpg,1024,724,Hedgehog,144,4,1017,646
060d6f9cc0f956ba.jpg,1024,793,Squirrel,421,262,558,484
060dc9bdaf12be9e.jpg,1024,681,Goat,377,174,699,679
060dc9bdaf12be9e.jpg,1024,681,Goat,570,0,1022,679
060e3c3422a6e5d4.jpg,819,1024,Deer,287,115,604,1022
06111f994babe642.jpg,1024,683,Owl,406,120,633,548
0611b8f1d09cb02c.jpg,1024,683,Rabbit,0,44,668,652
0613d08d6fc36d6a.jpg,1024,797,Squirrel,53,85,1023,796
06150e3a8b9bf36f.jpg,1024,768,Deer,271,8,791,767
06155f3a1515f4fe.jpg,1024,681,Deer,303,162,699,492
0619e729e4df4088.jpg,1024,768,Rabbit,389,54,549,279
0619e729e4df4088.jpg,1024,768,Rabbit,449,85,833,327
061d964b44a0a900.jpg,1024,682,Squirrel,427,181,758,551
061e6520c2024a79.jpg,1024,683,Deer,235,47,812,630
06222e2bd3e9f088.jpg,1024,1013,Squirrel,68,358,542,600
420b069ca1b7af5c.jpg,1024,682,Brown_bear,0,201,542,681
420b069ca1b7af5c.jpg,1024,682,Brown_bear,0,62,902,681
421b5c0110aa25d7.jpg,1024,683,Goat,0,247,232,345
421b5c0110aa25d7.jpg,1024,683,Goat,73,260,364,643
421b5c0110aa25d7.jpg,1024,683,Goat,223,210,716,682
421b5c0110aa25d7.jpg,1024,683,Goat,333,53,1023,682
421b76457489afec.jpg,1024,716,Rabbit,213,32,472,602
421b76457489afec.jpg,1024,716,Rabbit,346,310,915,611
4223beb61e16b132.jpg,683,1024,Brown_bear,35,373,407,677
42397f2f7f9f06c5.jpg,1024,768,Rabbit,350,295,657,588
42456c715578fc9e.jpg,1024,694,Squirrel,378,45,1007,693
424742c2d11f0c06.jpg,1024,1024,Raccoon,0,190,961,817
4260e155ed0b9f8d.jpg,1024,683,Deer,1,0,605,682
4260e155ed0b9f8d.jpg,1024,683,Deer,139,0,246,191
4260e155ed0b9f8d.jpg,1024,683,Deer,263,0,479,266
1ae6c3366d69ed44.jpg,1024,574,Brown_bear,0,0,615,531
1aeba271e77f9e1e.jpg,1024,713,Squirrel,445,448,601,582
1af8632e5e0ffafa.jpg,1024,681,Deer,395,323,563,396
1b04194e10e6de4d.jpg,977,1024,Rabbit,0,0,976,1000
1b0d88c1a2f39352.jpg,1024,768,Deer,389,257,782,552
1b17f3d9e927b4a8.jpg,1024,853,Squirrel,56,70,899,798
1b198e7e7ec58e97.jpg,768,1024,Goat,310,270,562,836
1b1bc236b915ad09.jpg,823,1024,Goat,273,658,457,974
1b1bc236b915ad09.jpg,823,1024,Goat,411,547,581,877
1b2615e799c4a9b9.jpg,1024,768,Squirrel,193,151,1023,588
1b2893f03eebb4d0.jpg,1024,683,Deer,579,293,823,466
789567af5f39ba5b.jpg,1024,731,Brown_bear,188,195,511,477
789567af5f39ba5b.jpg,1024,731,Brown_bear,351,217,654,460
789567af5f39ba5b.jpg,1024,731,Brown_bear,771,471,1023,585
78961ec86a25ff90.jpg,1024,768,Goat,60,351,790,768
78961ec86a25ff90.jpg,1024,768,Goat,70,161,638,510
78961ec86a25ff90.jpg,1024,768,Goat,128,60,665,483
78961ec86a25ff90.jpg,1024,768,Goat,528,22,689,201
78961ec86a25ff90.jpg,1024,768,Goat,532,0,699,171
78a2866d26aec938.jpg,1020,1024,Squirrel,24,371,600,844
78a3281930fc29c4.jpg,1024,685,Raccoon,195,266,728,684
78a3281930fc29c4.jpg,1024,685,Raccoon,593,202,1007,684
78a9f05f8386b6ad.jpg,1024,683,Owl,394,80,733,586
78b78ffc3c0834c7.jpg,1024,705,Squirrel,560,119,869,410
78b98cf0ee3e8fd3.jpg,1024,768,Owl,369,176,661,467
78d368d01c2a57e8.jpg,1024,768,Goat,57,115,793,536
78dd4a0f87c0f0d1.jpg,1024,684,Fox,282,0,1023,683
88b2a69722a573e4.jpg,1024,683,Brown_bear,201,106,813,523
88ba6afc3c3ba201.jpg,1024,683,Fox,282,226,725,599
88c0eaf89e6183ce.jpg,1024,730,Squirrel,33,65,831,630
88c2c978dc792247.jpg,1024,683,Deer,440,186,1022,682
88f82e447e72eeb3.jpg,937,1024,Squirrel,0,261,936,691
890846de8bc0bd15.jpg,1024,819,Owl,526,189,744,538
890aa5d11d7e0186.jpg,1024,732,Deer,508,274,763,639
890bd6b0ce36c9ad.jpg,1024,683,Owl,577,183,928,527
cbc4abaec09a240a.jpg,1024,682,Brown_bear,296,99,754,529
cbc4abaec09a240a.jpg,1024,682,Brown_bear,413,102,770,591
cbcc273904e41d0e.jpg,1024,687,Goat,120,526,430,677
cbcc273904e41d0e.jpg,1024,687,Goat,361,78,854,678
cbcc273904e41d0e.jpg,1024,687,Goat,842,505,1014,677
cbda103dd0c9d659.jpg,1024,768,Deer,172,368,432,660
cbda103dd0c9d659.jpg,1024,768,Deer,236,300,417,588
cbda103dd0c9d659.jpg,1024,768,Deer,538,154,715,552
cbe1f69323c64543.jpg,1024,614,Deer,440,212,625,339
cbe2fe4c93efb777.jpg,1024,747,Deer,357,155,453,325
cbe2fe4c93efb777.jpg,1024,747,Deer,647,145,867,463
cbe4d70545a87d05.jpg,1024,768,Raccoon,400,156,1023,767
cbe96dcc42ce31b6.jpg,1024,768,Brown_bear,316,152,837,675
cbeac9671a1e8554.jpg,1024,683,Squirrel,613,259,693,326
1faf27fd9940a1c1.jpg,1024,768,Brown_bear,0,11,778,767
1fb81fd3a26b45b7.jpg,1024,768,Squirrel,368,140,935,553
1fba8569af0ff7d3.jpg,1024,504,Deer,146,166,641,414
1fcb528d9ae82698.jpg,1024,768,Hedgehog,160,149,947,742
1fd19d83ecc3715b.jpg,1024,768,Deer,378,275,682,541
1fd84b5eef219028.jpg,1024,768,Owl,8,102,305,767
1fd84b5eef219028.jpg,1024,768,Owl,292,148,650,693
1fd84b5eef219028.jpg,1024,768,Owl,536,139,849,560
1fdb9545a37ae8a9.jpg,1024,683,Deer,555,288,1023,682
1fde3fe813a81a69.jpg,1024,768,Deer,179,234,668,766
1fe0c16d50ed070c.jpg,1024,634,Brown_bear,163,101,741,532
1fe57cdecd945331.jpg,1024,683,Deer,388,255,760,572
1fee721c903e4afd.jpg,1024,683,Goat,757,472,909,638
1fee721c903e4afd.jpg,1024,683,Goat,133,380,215,488
1fee721c903e4afd.jpg,1024,683,Goat,211,342,289,414
1fee721c903e4afd.jpg,1024,683,Goat,219,354,796,548
1ff6cfab27c34e19.jpg,1024,785,Goat,159,48,846,784
2012b387cc0326fd.jpg,1024,678,Squirrel,141,61,702,581
201a80bafa36580d.jpg,1024,768,Squirrel,741,530,903,672
201de356c6604d97.jpg,1024,679,Deer,246,232,399,486
201e542dc67048b8.jpg,832,1024,Squirrel,97,264,805,784
0945ece2861553ce.jpg,1024,825,Brown_bear,280,0,966,824
09473cb689e7ce1b.jpg,683,1024,Deer,51,137,606,928
094ed1ed21b27119.jpg,1024,1024,Squirrel,0,77,986,1023
094f42682956fcdc.jpg,1024,683,Owl,154,0,1022,682
0952281e8c160321.jpg,1024,683,Owl,123,69,409,682
095280a3f6a0b7a6.jpg,764,1024,Goat,10,0,649,996
09564c6e49cecfe9.jpg,1024,768,Deer,133,258,497,576
09564c6e49cecfe9.jpg,1024,768,Deer,467,237,616,557
0957a7307b5d4ae7.jpg,612,1024,Goat,85,438,606,952
095dbf919e1a3cc7.jpg,1024,768,Goat,317,154,423,479
095dbf919e1a3cc7.jpg,1024,768,Goat,506,168,794,529
095e02112432daee.jpg,1024,682,Goat,138,197,339,512
095e02112432daee.jpg,1024,682,Goat,320,118,924,578
095f59ecb5b858b0.jpg,1024,1010,Squirrel,176,509,434,866
09620f8a23a87e20.jpg,1024,768,Owl,337,30,621,501
0963046e90365887.jpg,1024,733,Goat,0,139,238,713
0963046e90365887.jpg,1024,733,Goat,0,0,1020,712
0963046e90365887.jpg,1024,733,Goat,81,328,513,693
0963046e90365887.jpg,1024,733,Goat,369,253,862,732
483bdac69588d197.jpg,1024,683,Brown_bear,320,0,602,595
483d4bf7e11bee76.jpg,1024,681,Squirrel,524,235,917,656
483e1bcb4478e722.jpg,1024,683,Deer,215,176,515,415
483f5523a4fb1361.jpg,1024,724,Squirrel,238,7,869,667
4851cb7fc672d515.jpg,1024,678,Owl,392,189,668,621
485b694ddd4b6134.jpg,682,1024,Rabbit,63,38,680,917
485dadda1fb1c928.jpg,1024,1024,Goat,692,487,884,691
485dadda1fb1c928.jpg,1024,1024,Goat,6,672,339,903
